e9,11111111111111111111111111111111
ea,11111111111111111111111111111111
eb,11111111111111111111111111111111
ec,11111111111111111111111111111111
ed,11111111111111111111111111111111
ee,11111111111111111111111111111111
ef,11111111111111111111111111111111
f0,11111111111111111111111111111111
f1,11111111111111111111111111111111
f2,11111111111111111111111111111111
f3,11111111111111111111111111111111
f4,11111111111111111111111111111111
f5,11111111111111111111111111111111
f6,11111111111111111111111111111111
f7,11111111111111111111111111111111
f8,11111111111111111111111111111111
f9,11111111111111111111111111111111
fa,11111111111111111111111111111111
fb,11111111111111111111111111111111
fc,11111111111111111111111111111111
fd,11111111111111111111111111111111
fe,11111111111111111111111111111111
ff,11111111111111111111111111111111
0,00000000000000000000000000000000
1,00000000000000000000000000000000
2,00000000000000000000000000000000
3,00000000000000000000000000000000
4,00000000000000000000000000000000
5,00000000000000000000000000000000
6,00000000000000000000000000000000
7,00000000000000000000000000000000
8,00000000000000000000000000000000
9,00000000000000000000000000000000
a,00000000000000000000000000000000
b,00000000000000000000000000000000
c,00000000000000000000000000000000
d,00000000000000000000000000000000
e,00000000000000000000000000000000
f,00000000000000000000000000000000
10,00000000000000000000000000000000
11,00000000000000000000000000000000
12,00000000000000000000000000000000
13,00000000000000000000000000000000
14,00000000000000000000000000000000
15,00000000000000000000000000000000
16,00000000000000000000000000000000
17,00000000000000000000000000000000
18,00000000000000000000000000000000
19,00000000000000000000000000000000
1a,00000000000000000000000000000000
1b,00000000000000000000000000000000
1c,00000000000000000000000000000000
1d,00000000000000000000000000000000
1e,00000000000000000000000000000000
1f,00000000000000000000000000000000
20,00000000000000000000000000000000
21,00000000000000000000000000000000
22,00000000000000000000000000000000
23,00000000000000000000000000000000
24,00000000000000000000000000000000
25,00000000000000000000000000000000
26,00000000000000000000000000000000
27,00000000000000000000000000000000
28,00000000000000000000000000000000
29,00000000000000000000000000000000
2a,00000000000000000000000000000000
2b,00000000000000000000000000000000
2c,00000000000000000000000000000000
2d,00000000000000000000000000000000
2e,00000000000000000000000000000000
2f,00000000000000000000000000000000
30,00000000000000000000000000000000
31,00000000000000000000000000000000
32,00000000000000000000000000000000
33,00000000000000000000000000000000
34,00000000000000000000000000000000
35,00000000000000000000000000000000
36,00000000000000000000000000000000
37,00000000000000000000000000000000
38,00000000000000000000000000000000
39,00000000000000000000000000000000
3a,00000000000000000000000000000000
3b,00000000000000000000000000000000
3c,00000000000000000000000000000000
3d,00000000000000000000000000000000
3e,00000000000000000000000000000000
3f,00000000000000000000000000000000
40,00000000000000000000000000000000
41,00000000000000000000000000000000
42,00000000000000000000000000000000
43,00000000000000000000000000000000
44,00000000000000000000000000000000
45,00000000000000000000000000000000
46,00000000000000000000000000000000
47,00000000000000000000000000000000
48,00000000000000000000000000000000
49,00000000000000000000000000000000
4a,00000000000000000000000000000000
4b,00000000000000000000000000000000
4c,00000000000000000000000000000000
4d,00000000000000000000000000000000
4e,00000000000000000000000000000000
4f,00000000000000000000000000000000
50,00000000000000000000000000000000
51,00000000000000000000000000000000
52,00000000000000000000000000000000
53,00000000000000000000000000000000
54,00000000000000000000000000000000
55,00000000000000000000000000000000
56,00000000000000000000000000000000
57,00000000000000000000000000000000
58,00000000000000000000000000000000
59,00000000000000000000000000000000
5a,00000000000000000000000000000000
5b,00000000000000000000000000000000
5c,00000000000000000000000000000000
5d,00000000000000000000000000000000
5e,00000000000000000000000000000000
5f,00000000000000000000000000000000
60,00000000000000000000000000000000
61,00000000000000000000000000000000
62,00000000000000000000000000000000
63,00000000000000000000000000000000
64,00000000000000000000000000000000
65,00000000000000000000000000000000
66,00000000000000000000000000000000
67,00000000000000000000000000000000
68,00000000000000000000000000000000
69,00000000000000000000000000000000
6a,00000000000000000000000000000000
6b,00000000000000000000000000000000
6c,00000000000000000000000000000000
6d,00000000000000000000000000000000
6e,00000000000000000000000000000000
6f,00000000000000000000000000000000
70,00000000000000000000000000000000
71,00000000000000000000000000000000
72,00000000000000000000000000000000
73,00000000000000000000000000000000
74,00000000000000000000000000000000
75,00000000000000000000000000000000
76,00000000000000000000000000000000
77,00000000000000000000000000000000
78,00000000000000000000000000000000
79,00000000000000000000000000000000
7a,00000000000000000000000000000000
7b,00000000000000000000000000000000
7c,00000000000000000000000000000000
7d,00000000000000000000000000000000
7e,00000000000000000000000000000000
7f,00000000000000000000000000000000
80,00000000000000000000000000000000
81,00000000000000000000000000000000
82,00000000000000000000000000000000
83,00000000000000000000000000000000
84,00000000000000000000000000000000
85,00000000000000000000000000000000
86,00000000000000000000000000000000
87,00000000000000000000000000000000
88,00000000000000000000000000000000
89,00000000000000000000000000000000
8a,00000000000000000000000000000000
8b,00000000000000000000000000000000
8c,00000000000000000000000000000000
8d,00000000000000000000000000000000
8e,00000000000000000000000000000000
8f,00000000000000000000000000000000
90,00000000000000000000000000000000
91,00000000000000000000000000000000
92,00000000000000000000000000000000
93,00000000000000000000000000000000
94,00000000000000000000000000000000
95,00000000000000000000000000000000
96,00000000000000000000000000000000
97,00000000000000000000000000000000
98,00000000000000000000000000000000
99,00000000000000000000000000000000
9a,00000000000000000000000000000000
9b,00000000000000000000000000000000
9c,00000000000000000000000000000000
9d,00000000000000000000000000000000
9e,00000000000000000000000000000000
9f,00000000000000000000000000000000
a0,00000000000000000000000000000000
a1,11110000111100110011100000000000
a2,11111111111111111111111111111100
a3,11111111111111111111111111111111
a4,11111111111111111111111111111111
a5,11111111111111111111111111111111
a6,11111111111111111111111111111111
a7,11111111111111111111111111111111
a8,11111111111111111111111111111111
a9,11111111111111111111111111111111
aa,11111111111111111111111111111111
ab,11111111111111111111111111111111
ac,11111111111111111111111111111111
ad,11111111111111111111111111111111
ae,11111111111111111111111111111111
af,11111111111111111111111111111111
b0,11111111111111111111111111111111
b1,11111111111111111111111111111111
b2,11111111111111111111111111111111
b3,11111111111111111111111111111111
b4,11111111111111111111111111111111
b5,11111111111111111111111111111111
b6,11111111111111111111111111111111
b7,11111111111111111111111111111111
b8,11111111111111111111111111111111
b9,11111111111111111111111111111111
ba,11111111111111111111111111111111
bb,11111111111111111111111111111111
bc,11111111111111111111111111111111
bd,11111111111111111111111111111111
be,11111111111111111111111111111111
bf,11111111111111111111111111111111
c0,11111111111111111111111111111111
c1,11111111111111111111111111111111
c2,11111111111111111111111111111111
c3,11111111111111111111111111111111
c4,11111111111111111111111111111111
c5,11111111111111111111111111111111
c6,11111111111111111111111111111111
c7,11111111111111111111111111111111
c8,11111111111111111111111111111111
c9,11111111111111111111111111111111
ca,11111111111111111111111111111111
cb,11111111111111111111111111111111
cc,11111111111111111111111111111111
cd,11111111111111111111111111111111
ce,11111111111111111111111111111111
cf,11111111111111111111111111111111
d0,11111111111111111111111111111111
d1,11111111111111111111111111111111
d2,11111111111111111111111111111111
d3,11111111111111111111111111111111
d4,11111111111111111111111111111111
d5,11111111111111111111111111111111
d6,11111111111111111111111111111111
d7,11111111111111111111111111111111
d8,11111111111111111111111111111111
d9,11111111111111111111111111111111
da,11111111111111111111111111111111
db,11111111111111111111111111111111
dc,11111111111111111111111111111111
dd,11111111111111111111111111111111
de,11111111111111111111111111111111
df,11111111111111111111111111111111
e0,11111111111111111111111111111111
e1,11111111111111111111111111111111
e2,11111111111111111111111111111111
e3,11111111111111111111111111111111
e4,11111111111111111111111111111111
e5,11111111111111111111111111111111
e6,11111111111111111111111111111111
e7,11111111111111111111111111111111
e8,11111111111111111111111111111111
e9,11111111111111111111111111111111
ea,11111111111111111111111111111111
eb,11111111111111111111111111111111
ec,11111111111111111111111111111111
ed,11111111111111111111111111111111
ee,11111111111111111111111111111111
ef,11111111111111111111111111111111
f0,11111111111111111111111111111111
f1,11111111111111111111111111111111
f2,11111111111111111111111111111111
f3,11111111111111111111111111111111
f4,11111111111111111111111111111111
f5,11111111111111111111111111111111
f6,11111111111111111111111111111111
f7,11111111111111111111111111111111
f8,11111111111111111111111111111111
f9,11111111111111111111111111111111
fa,11111111111111111111111111111111
fb,11111111111111111111111111111111
fc,11111111111111111111111111111111
fd,11111111111111111111111111111111
fe,11111111111111111111111111111111
ff,11111111111111111111111111111111
0,00000000000000000000000000000000
1,00000000000000000000000000000000
2,00000000000000000000000000000000
3,00000000000000000000000000000000
4,00000000000000000000000000000000
5,00000000000000000000000000000000
6,00000000000000000000000000000000
7,00000000000000000000000000000000
8,00000000000000000000000000000000
9,00000000000000000000000000000000
a,00000000000000000000000000000000
b,00000000000000000000000000000000
c,00000000000000000000000000000000
d,00000000000000000000000000000000
e,00000000000000000000000000000000
f,00000000000000000000000000000000
10,00000000000000000000000000000000
11,00000000000000000000000000000000
12,00000000000000000000000000000000
13,00000000000000000000000000000000
14,00000000000000000000000000000000
15,00000000000000000000000000000000
16,00000000000000000000000000000000
17,00000000000000000000000000000000
18,00000000000000000000000000000000
19,00000000000000000000000000000000
1a,00000000000000000000000000000000
1b,00000000000000000000000000000000
1c,00000000000000000000000000000000
1d,00000000000000000000000000000000
1e,00000000000000000000000000000000
1f,00000000000000000000000000000000
20,00000000000000000000000000000000
21,00000000000000000000000000000000
22,00000000000000000000000000000000
23,00000000000000000000000000000000
24,00000000000000000000000000000000
25,00000000000000000000000000000000
26,00000000000000000000000000000000
27,00000000000000000000000000000000
28,00000000000000000000000000000000
29,00000000000000000000000000000000
2a,00000000000000000000000000000000
2b,00000000000000000000000000000000
2c,00000000000000000000000000000000
2d,00000000000000000000000000000000
2e,00000000000000000000000000000000
2f,00000000000000000000000000000000
30,00000000000000000000000000000000
31,00000000000000000000000000000000
32,00000000000000000000000000000000
33,00000000000000000000000000000000
34,00000000000000000000000000000000
35,00000000000000000000000000000000
36,00000000000000000000000000000000
37,00000000000000000000000000000000
38,00000000000000000000000000000000
39,00000000000000000000000000000000
3a,00000000000000000000000000000000
3b,00000000000000000000000000000000
3c,00000000000000000000000000000000
3d,00000000000000000000000000000000
3e,00000000000000000000000000000000
3f,00000000000000000000000000000000
40,00000000000000000000000000000000
41,00000000000000000000000000000000
42,00000000000000000000000000000000
43,00000000000000000000000000000000
44,00000000000000000000000000000000
45,00000000000000000000000000000000
46,00000000000000000000000000000000
47,00000000000000000000000000000000
48,00000000000000000000000000000000
49,00000000000000000000000000000000
4a,00000000000000000000000000000000
4b,00000000000000000000000000000000
4c,00000000000000000000000000000000
4d,00000000000000000000000000000000
4e,00000000000000000000000000000000
4f,00000000000000000000000000000000
50,00000000000000000000000000000000
51,00000000000000000000000000000000
52,00000000000000000000000000000000
53,00000000000000000000000000000000
54,00000000000000000000000000000000
55,00000000000000000000000000000000
56,00000000000000000000000000000000
57,00000000000000000000000000000000
58,00000000000000000000000000000000
59,00000000000000000000000000000000
5a,00000000000000000000000000000000
5b,00000000000000000000000000000000
5c,00000000000000000000000000000000
5d,00000000000000000000000000000000
5e,00000000000000000000000000000000
5f,00000000000000000000000000000000
60,00000000000000000000000000000000
61,00000000000000000000000000000000
62,00000000000000000000000000000000
63,00000000000000000000000000000000
64,00000000000000000000000000000000
65,00000000000000000000000000000000
66,00000000000000000000000000000000
67,00000000000000000000000000000000
68,00000000000000000000000000000000
69,00000000000000000000000000000000
6a,00000000000000000000000000000000
6b,00000000000000000000000000000000
6c,00000000000000000000000000000000
6d,00000000000000000000000000000000
6e,00000000000000000000000000000000
6f,00000000000000000000000000000000
70,00000000000000000000000000000000
71,00000000000000000000000000000000
72,00000000000000000000000000000000
73,00000000000000000000000000000000
74,00000000000000000000000000000000
75,00000000000000000000000000000000
76,00000000000000000000000000000000
77,00000000000000000000000000000000
78,00000000000000000000000000000000
79,00000000000000000000000000000000
7a,00000000000000000000000000000000
7b,00000000000000000000000000000000
7c,00000000000000000000000000000000
7d,00000000000000000000000000000000
7e,00000000000000000000000000000000
7f,00000000000000000000000000000000
80,00000000000000000000000000000000
81,00000000000000000000000000000000
82,00000000000000000000000000000000
83,00000000000000000000000000000000
84,00000000000000000000000000000000
85,00000000000000000000000000000000
86,00000000000000000000000000000000
87,00000000000000000000000000000000
88,00000000000000000000000000000000
89,00000000000000000000000000000000
8a,00000000000000000000000000000000
8b,00000000000000000000000000000000
8c,00000000000000000000000000000000
8d,00000000000000000000000000000000
8e,00000000000000000000000000000000
8f,00000000000000000000000000000000
90,00000000000000000000000000000000
91,00000000000000000000000000000000
92,00000000000000000000000000000000
93,00000000000000000000000000000000
94,00000000000000000000000000000000
95,00000000000000000000000000000000
96,00000000000000000000000000000000
97,00000000000000000000000000000000
98,00000000000000000000000000000000
99,00000000000000000000000000000000
9a,00000000000000000000000000000000
9b,00000000000000000000000000000000
9c,00000000000000000000000000000000
9d,00000000000000000000000000000000
9e,00000000000000000000000000000000
9f,00000000000000000000000000000000
a0,00000000000000000000000000000000
a1,11110000111100110011100000000000
a2,11111111111111111111111111111100
a3,11111111111111111111111111111111
a4,11111111111111111111111111111111
a5,11111111111111111111111111111111
a6,11111111111111111111111111111111
a7,11111111111111111111111111111111
a8,11111111111111111111111111111111
a9,11111111111111111111111111111111
aa,11111111111111111111111111111111
ab,11111111111111111111111111111111
ac,11111111111111111111111111111111
ad,11111111111111111111111111111111
ae,11111111111111111111111111111111
af,11111111111111111111111111111111
b0,11111111111111111111111111111111
b1,11111111111111111111111111111111
b2,11111111111111111111111111111111
b3,11111111111111111111111111111111
b4,11111111111111111111111111111111
b5,11111111111111111111111111111111
b6,11111111111111111111111111111111
b7,11111111111111111111111111111111
b8,11111111111111111111111111111111
b9,11111111111111111111111111111111
ba,11111111111111111111111111111111
bb,11111111111111111111111111111111
bc,11111111111111111111111111111111
bd,11111111111111111111111111111111
be,11111111111111111111111111111111
bf,11111111111111111111111111111111
c0,11111111111111111111111111111111
c1,11111111111111111111111111111111
c2,11111111111111111111111111111111
c3,11111111111111111111111111111111
c4,11111111111111111111111111111111
c5,11111111111111111111111111111111
c6,11111111111111111111111111111111
c7,11111111111111111111111111111111
c8,11111111111111111111111111111111
c9,11111111111111111111111111111111
ca,11111111111111111111111111111111
cb,11111111111111111111111111111111
cc,11111111111111111111111111111111
cd,11111111111111111111111111111111
ce,11111111111111111111111111111111
cf,11111111111111111111111111111111
d0,11111111111111111111111111111111
d1,11111111111111111111111111111111
d2,11111111111111111111111111111111
d3,11111111111111111111111111111111
d4,11111111111111111111111111111111
d5,11111111111111111111111111111111
d6,11111111111111111111111111111111
d7,11111111111111111111111111111111
d8,11111111111111111111111111111111
d9,11111111111111111111111111111111
da,11111111111111111111111111111111
db,11111111111111111111111111111111
dc,11111111111111111111111111111111
dd,11111111111111111111111111111111
de,11111111111111111111111111111111
df,11111111111111111111111111111111
e0,11111111111111111111111111111111
e1,11111111111111111111111111111111
e2,11111111111111111111111111111111
e3,11111111111111111111111111111111
e4,11111111111111111111111111111111
e5,11111111111111111111111111111111
e6,11111111111111111111111111111111
e7,11111111111111111111111111111111
e8,11111111111111111111111111111111
e9,11111111111111111111111111111111
ea,11111111111111111111111111111111
eb,11111111111111111111111111111111
ec,11111111111111111111111111111111
ed,11111111111111111111111111111111
ee,11111111111111111111111111111111
ef,11111111111111111111111111111111
f0,11111111111111111111111111111111
f1,11111111111111111111111111111111
f2,11111111111111111111111111111111
f3,11111111111111111111111111111111
f4,11111111111111111111111111111111
f5,11111111111111111111111111111111
f6,11111111111111111111111111111111
f7,11111111111111111111111111111111
f8,11111111111111111111111111111111
f9,11111111111111111111111111111111
fa,11111111111111111111111111111111
fb,11111111111111111111111111111111
fc,11111111111111111111111111111111
fd,11111111111111111111111111111111
fe,11111111111111111111111111111111
ff,11111111111111111111111111111111
